trans_type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,trans_datetime
CASHOUT,4461.59,C690,59875,52110.41,C1298,44588,51813.59,0,0,15/04/2023 23:51
CASHOUT,1560.31,C772,47653,46977.69,C1480,142838,149324.31,0,0,03/02/2022 00:15
CASHOUT,4892.81,C174,16740,8512.19,C1023,96626,103249.81,0,0,15/09/2023 17:31
payment ,2633.18,C419,65263,67391.82,C1337,184642,189180.18,0,0,04/01/2023 13:43
payment ,4015.34,C675,95864,96773.66,C1083,69874,73331.34,0,0,18/08/2023 10:25
CASHOUT,2864.63,C433,64559,65645.37,C1059,179751,181282.63,0,0,08/07/2023 03:03
Cash_Out,1744,C439,19465,22264,C1287,115117,113137,0,0,01/03/2023 09:49
 CASH_IN,14826.34,C530,51432,41065.66,C1633,136373,152752.34,0,0,05/09/2023 08:30
 CASH_IN,754.77,C917,10652,10845.23,C1897,144856,149156.77,0,0,23/11/2023 17:32
TRANSFER,10142.52,C798,64973,52437.48,C1153,67959,77909.52,0,0,09/10/2022 16:49
TRANSFER,3341.6,C360,87043,87291.4,C1280,8272,14344.6,0,0,16/11/2022 14:08
Cash_Out,11247.7,C750,47147,33529.3,C1433,132645,139475.7,0,0,19/03/2023 22:31
transfer,8043.57,C445,47671,42287.43,C1341,24419,27972.57,0,1,11/11/2022 08:23
 CASH_IN,2768.78,C555,89342,91434.22,C1934,48555,52999.78,0,0,12/01/2023 05:51
 CASH_IN,113.63,C707,19171,14295.37,C1085,136248,138032.63,0,0,16/10/2022 15:44
TRANSFER,1564.5,C706,86129,83100.5,C1586,167233,172935.5,0,0,13/03/2023 04:46
payment ,3900.44,C356,55692,50652.56,C1778,194512,201107.44,0,0,24/10/2023 07:33
PAYMENT,5018.49,C856,58541,57860.51,C1190,189934,193425.49,0,0,04/10/2022 05:23
payment ,1491.27,C560,9470,12727.73,C1251,122082,119771.27,0,0,11/12/2023 01:39
TRANSFER,750.37,C996,61344,64084.63,C1067,146236,145981.37,0,0,05/08/2023 19:51
Cash_Out,9006.94,C58,44308,38200.06,C1864,25379,33920.94,0,0,18/05/2023 06:06
transfer,20803.12,C643,50639,31980.88,C1145,18368,40042.12,0,0,16/09/2023 11:21
TRANSFER,3729.47,C884,21326,18457.53,C1990,163843,165875.47,0,0,31/05/2023 01:02
PAYMENT,1589.38,C646,30788,28521.62,C1633,171317,177314.38,0,0,22/03/2023 07:56
CASHOUT,92.81,C966,65020,67028.19,C1923,104302,107133.81,0,0,16/12/2022 17:52
PAYMENT,12284.44,C944,49477,35052.56,C1553,98906,113034.44,0,0,30/08/2023 09:53
PAYMENT,626.41,C600,33071,28167.59,C1827,43327,40243.41,0,0,26/10/2023 04:41
 CASH_IN,4296.2,C782,70603,61875.8,C1661,177526,182656.2,0,0,17/05/2022 12:18
transfer,1601.41,C262,61923,63732.59,C1935,93787,97937.41,0,0,31/08/2022 03:07
TRANSFER,4039.18,C430,70560,71106.82,C1573,177813,183539.18,0,0,27/06/2023 10:34
CASHOUT,5269.44,C627,73251,65815.56,C1254,31977,40939.44,0,0,09/02/2022 07:36
Cash_Out,8852.2,C195,57492,51567.8,C1130,6714,17994.2,0,0,17/08/2022 21:53
CASHOUT,1156.01,C353,31770,32284.99,C1838,106680,103222.01,0,0,02/07/2023 01:27
TRANSFER,55.28,C885,76762,73828.72,C1958,77237,80895.28,0,0,11/08/2022 16:39
transfer,736.04,C940,35399,33662.96,C1376,145963,143705.04,0,0,06/01/2022 04:23
TRANSFER,11513.86,C619,78948,65523.14,C1531,52299,64025.86,0,0,18/11/2022 07:39
Cash_Out,10353.01,C873,57439,49250.99,C888,196239,203739.01,0,0,13/04/2023 09:58
CASHOUT,4549.22,C914,44415,42075.78,C1198,65124,68541.22,0,0,16/03/2022 21:47
PAYMENT,4587.92,C46,12569,3030.08,C1838,93052,102169.92,0,0,04/01/2022 05:49
payment ,964.11,C308,97557,96263.89,C1409,40912,43513.11,0,0,28/04/2022 07:38
transfer,2713.05,C410,30314,23765.95,C1642,68446,71123.05,0,0,19/05/2023 03:05
CASHOUT,2415.55,C900,18047,11045.45,C1170,61516,62119.55,0,0,28/07/2023 13:46
PAYMENT,3658.58,C756,19748,12193.42,C1144,125223,125183.58,0,0,17/03/2023 01:27
Cash_Out,240.52,C315,35109,34726.48,C1487,175322,178311.52,0,0,13/07/2022 00:44
PAYMENT,909.31,C761,13919,11365.69,C1851,167188,163943.31,0,0,16/12/2023 17:08
CASHOUT,6697.7,C76,47498,38216.3,C1353,83521,92739.7,0,0,27/01/2023 08:40
PAYMENT,432.14,C61,55808,55986.86,C1180,153223,157372.14,0,0,26/01/2022 03:00
CASHOUT,4621.01,C570,80792,76635.99,C1947,125673,127818.01,0,0,11/03/2023 06:05
PAYMENT,1407.5,C237,70441,72428.5,C1160,71366,69651.5,0,0,22/06/2022 15:24
TRANSFER,2465.71,C700,74420,74146.29,C1463,175369,176939.71,0,0,27/10/2022 06:36
transfer,1703.26,C567,28906,27874.74,C1059,40888,41221.26,0,0,07/10/2023 11:52
CASHOUT,2197.74,C77,71486,72548.26,C1214,56195,61062.74,0,0,22/11/2022 02:55
CASHOUT,6347.82,C733,66896,64255.18,C1579,84010,92024.82,0,0,14/02/2023 14:06
transfer,1762.86,C558,21946,18746.14,C1951,185406,184987.86,0,0,28/04/2022 07:35
payment ,4178.22,C943,47020,44224.78,C1872,98474,103631.22,0,0,25/12/2023 15:02
payment ,3231.8,C649,74266,75690.2,C1191,129986,136294.8,0,0,13/08/2022 19:24
Cash_Out,5448.33,C415,22161,21556.67,C1487,68345,78043.33,0,0,16/06/2023 14:40
CASHOUT,13809.61,C960,27738,17826.39,C1224,170833,182131.61,0,0,23/04/2022 07:05
TRANSFER,6594.53,C23,3925,2147.47,C1391,122617,129899.53,0,0,20/05/2022 06:08
PAYMENT,1209.98,C28,8463,9086.02,C1708,158002,157475.98,0,0,13/07/2023 07:51
TRANSFER,158.4,C490,57153,56746.6,C1160,59117,60298.4,0,0,01/01/2022 03:57
CASHOUT,1520.85,C134,82948,84550.15,C1760,23095,21908.85,0,0,31/03/2022 04:20
Cash_Out,4520.3,C350,61009,55273.7,C1920,3991,4185.3,0,0,16/10/2023 18:58
CASHOUT,263.98,C912,87938,92211.02,C1454,23519,25039.98,0,0,16/11/2022 09:14
Cash_Out,3429.53,C349,99546,99651.47,C1110,26657,26097.53,0,0,04/07/2023 10:27
transfer,4542.14,C280,91253,90437.86,C1902,826,9353.14,0,0,19/05/2022 14:15
PAYMENT,13094.96,C475,41552,92351.08,C1058,173697,60047.44,0,0,26/05/2023 14:09
TRANSFER,7368.25,C291,56271,48925.75,C1544,82049,87444.25,0,0,16/09/2022 01:37
Cash_Out,563.59,C188,9797,5215.41,C1552,17801,16973.59,0,0,04/11/2023 19:57
Transfeer,390.55,C582,86130,82084.45,C1672,160918,158481.55,0,0,21/11/2023 04:15
 CASH_IN,6513.24,C418,71942,66119.76,C1028,39566,44463.24,0,0,10/01/2022 17:21
transfer,3420.85,C887,13965,11546.15,C1766,154229,154977.85,0,0,18/09/2022 18:32
CASHOUT,5830.21,C467,13733,3428.79,C1934,159435,161062.21,0,0,12/10/2023 17:09
Cash_Out,2853.12,C205,53223,52016.88,C1184,181631,186605.12,0,0,21/06/2022 13:53
PAYMENT,1414.48,C241,26926,27763.52,C1872,130794,130892.48,0,0,13/01/2022 00:21
 CASH_IN,8549.12,C305,28783,16163.88,C1223,136208,144244.12,0,0,17/06/2022 08:38
Cash_Out,8032.61,C183,83360,72609.39,C1356,189009,199731.61,0,0,04/10/2023 14:30
payment ,5932.24,C477,36394,27407.76,C1491,17421,20942.24,0,0,19/08/2023 09:17
CASHOUT,1588.27,C503,64796,61567.73,C1732,78027,79316.27,0,0,17/11/2022 20:43
CASHOUT,4460.8,C127,28287,28611.2,C1831,7546,15706.8,0,0,15/11/2022 07:24
PAYMENT,2239.05,C448,82104,82976.95,C1597,71439,76345.05,0,0,05/09/2023 07:02
PAYMENT,480.25,C229,30436,27880.75,C1577,177695,179589.25,0,0,25/11/2022 06:23
transfer,12463.5,C40,86916,73077.5,C1113,16406,25332.5,0,0,04/07/2023 07:59
 CASH_IN,735.65,C792,90332,90065.35,C1377,130209,129054.65,0,0,23/02/2023 13:22
 CASH_IN,15002.45,C673,73567,54787.55,C1776,9825,20874.45,0,0,29/08/2023 16:58
TRANSFER,2953.01,C391,87483,86639.99,C1284,34173,36997.01,0,0,05/04/2022 15:54
Cash_Out,1023.65,C823,3188,6321.35,C1096,55619,56931.65,0,0,04/08/2023 19:23
transfer,3903.35,C339,91205,87293.65,C1841,83114,86452.35,0,0,14/11/2022 21:15
TRANSFER,3275.28,C669,97349,15373.76,C1123,107071,15700.28,0,0,24/08/2022 19:35
transfer,8213.97,C20,51626,45230.03,C1109,34374,45446.97,0,0,11/01/2023 17:39
Transfeer,5376.19,C346,88707,83056.81,C1052,192785,199966.19,0,0,04/04/2023 05:00
PAYMENT,5892.77,C9,10807,2286.23,C1173,172483,181187.77,0,0,17/05/2022 03:11
CASHOUT,1436.2,C544,92602,95525.8,C1587,8316,12595.2,0,0,01/07/2023 07:40
Cash_Out,3361.09,C970,57944,56033.91,C1313,10556,9491.09,0,0,28/05/2023 01:22
Cash_Out,339.76,C872,42120,88975.36,C1725,141130,110827.6,0,0,23/10/2022 03:18
transfer,14417.32,C714,37081,20070.68,C1389,156554,173198.32,0,0,26/07/2023 21:40
transfer,201.13,C3,34986,34648.87,C1044,44494,43719.13,0,0,15/12/2022 00:35
Cash_Out,6113.66,C22,79322,73235.34,C1935,156077,165912.66,0,0,17/08/2022 05:01
CASHOUT,,C196,94819,-200,C1662,84671,12088.38,0,0,27/09/2022 09:59
Transfeer,995.76,C820,50304,49136.24,C1116,32481,30596.76,0,0,18/10/2022 08:33
payment ,4196.01,C880,65592,65167.99,C1121,28401,32561.01,0,0,26/12/2023 21:52
transfer,12354.33,C497,58548,50205.67,C1481,40431,50226.33,0,0,14/06/2022 00:58
Cash_Out,172.68,C900,98447,102713.32,C1169,64459,65508.68,0,0,05/01/2022 12:17
PAYMENT,5977.05,C785,39986,37323.95,C1677,90473,93970.05,0,0,14/01/2023 16:19
transfer,1764.47,C272,74095,69204.53,C1399,123311,124483.47,0,0,19/03/2022 22:21
TRANSFER,12911.24,C953,91594,82397.76,C1841,120327,137891.24,0,0,14/02/2023 14:53
transfer,17712.35,C450,88281,68691.65,C1942,179576,193239.35,0,0,28/07/2023 19:17
TRANSFER,14435.87,C106,66151,50939.13,C1660,134295,144694.87,0,0,12/05/2022 02:00
TRANSFER,3214.31,C880,73598,70637.69,C1499,40149,40497.31,1,0,24/08/2023 09:15
transfer,9904.05,C377,28214,16507.95,C1073,12863,22221.05,0,0,11/02/2022 08:58
TRANSFER,9307.14,C199,38745,31519.86,C1970,103488,116681.14,0,0,30/03/2022 21:16
transfer,1921.7,C951,42548,36836.3,C1148,160636,159801.7,0,0,06/02/2023 03:37
transfer,8827.99,C935,10681,6071.01,C1536,22499,29129.99,0,0,23/10/2022 03:38
CASHOUT,188.55,C854,6984,7199.45,C1891,89218,88317.55,0,0,22/10/2022 07:53
PAYMENT,4535.04,C726,27579,22160.96,C1060,32132,33075.04,0,0,08/09/2023 01:18
payment ,1306.88,C1,90810,89932.12,C1865,126272,127815.88,0,0,10/06/2023 04:22
TRANSFER,642.39,C120,54933,57979.61,C1053,135605,135840.39,0,0,22/11/2023 23:09
transfer,400.38,C614,27399,31883.62,C1222,80096,83547.38,1,0,29/09/2023 10:16
TRANSFER,5958.39,C148,31481,25280.61,C1730,165481,175092.39,0,0,26/02/2023 15:10
transfer,2076.63,C947,944,2049.37,C1472,154059,158798.63,0,0,23/01/2022 17:25
payment ,6450.68,C151,93993,91458.32,C1315,10633,21892.68,0,0,29/07/2023 08:48
 CASH_IN,337.95,C564,9114,4151.05,C1169,187279,189729.95,0,0,23/05/2022 03:32
transfer,1893.8,C677,39846,40365.2,C1700,181607,186642.8,0,0,27/10/2023 04:57
transfer,3877.12,C915,83666,79186.88,C1031,3996,9250.12,0,0,25/05/2022 07:31
PAYMENT,7820.49,C305,77848,68886.51,C1052,131086,142514.49,0,0,13/08/2022 15:15
TRANSFER,1919.15,C678,32596,27362.85,C1939,1674,4194.15,0,0,18/05/2023 09:33
PAYMENT,4916.05,C827,75287,70382.95,C1138,168939,170243.05,0,0,08/09/2023 00:09
 CASH_IN,4783.78,C474,28114,21930.22,C1046,186781,190931.78,0,0,08/02/2022 22:06
 CASH_IN,1326.08,C363,25009,18732.92,C1089,120162,126426.08,0,0,17/07/2022 19:29
PAYMENT,123.52,C806,84846,86312.48,C1827,148936,148037.52,0,0,08/10/2023 19:48
PAYMENT,10204.91,C70,50241,42473.09,C1035,26321,36015.91,0,0,02/08/2023 19:04
CASHOUT,107.49,C639,35725,31211.51,C1996,155154,151113.49,0,0,26/01/2023 07:46
TRANSFER,10385.29,C32,18996,8341.71,C1955,40131,51893.29,0,0,28/06/2022 18:21
TRANSFER,3763.82,C156,6047,1156.18,C1928,135282,143948.82,0,0,08/07/2023 03:26
transfer,13989.96,C329,28767,19041.04,C1224,115663,131153.96,0,0,24/03/2023 15:47
TRANSFER,8016.86,C777,16347,9078.14,C1553,195658,206788.86,0,0,15/05/2023 15:23
PAYMENT,2159.39,C706,4263,-1420.39,C1268,34851,33066.39,0,0,15/09/2023 18:54
Cash_Out,7287.63,C386,67438,60020.37,C1909,26865,31412.63,0,0,31/10/2023 21:40
 CASH_IN,2570.25,C972,96359,96820.75,C1185,83606,90393.25,0,0,16/10/2022 06:25
TRANSFER,3268.44,C620,30540,25291.56,C1370,135230,134406.44,0,0,23/04/2023 19:29
 CASH_IN,4937.66,C158,75726,71854.34,C1868,121497,121883.66,0,0,19/08/2022 01:58
 CASH_IN,10344.57,C794,63769,56477.43,C1234,57852,63764.57,0,0,24/02/2023 14:23
Cash_Out,20701.99,C965,40843,24997.01,C1121,49339,68538.99,0,0,06/06/2022 11:39
 CASH_IN,7310.99,C538,27690,24966.01,C1423,101086,109266.99,0,0,04/07/2023 13:06
payment ,2704.42,C226,2994,3355.58,C1832,20572,19584.42,0,0,17/03/2023 22:13
CASHOUT,2735.35,C251,67546,67977.65,C1388,135172,133624.35,0,0,07/04/2022 20:54
transfer,6689.09,C366,7377,467.91,C1925,175541,186391.09,0,0,15/02/2023 18:50
transfer,1364.15,C776,78572,76252.85,C1116,81061,80770.15,0,0,16/10/2022 06:34
transfer,585.33,C261,26467,23114.67,C1465,191933,194732.33,0,0,11/09/2022 21:53
CASHOUT,2189.6,C645,48,975.4,C1428,18456,23327.6,0,0,15/07/2022 02:20
PAYMENT,1693.05,C999,36978,36643.95,C1868,55803,55214.05,0,0,21/08/2023 20:28
 CASH_IN,1757.07,C537,47606,45045.93,C1441,65633,71485.07,0,0,06/06/2023 07:52
Cash_Out,1330.31,C42,81574,84741.69,C1038,36232,42204.31,0,0,01/06/2023 01:17
TRANSFER,215.02,C530,98112,102725.98,C1907,67323,63993.02,0,0,27/09/2023 16:03
PAYMENT,90.18,C15,73414,77655.82,C1161,106067,108454.18,0,0,28/04/2022 05:33
transfer,2791.1,C790,49222,42996.9,C1525,16092,18113.1,0,0,16/08/2022 07:20
PAYMENT,5691.66,C719,89606,88422.34,C1911,131024,133982.66,0,0,27/11/2023 04:15
Cash_Out,1231.13,C924,40647,36754.87,C1873,13068,9631.13,0,0,15/01/2022 00:07
PAYMENT,14974.78,C677,54607,42741.22,C1444,178473,193696.78,0,0,06/06/2022 10:41
CASHOUT,7716.96,C58,57410,52067.04,C1442,179598,189513.96,0,0,10/10/2023 02:01
transfer,468.32,C47,21996,23234.68,C1330,190030,191219.32,0,0,18/09/2022 16:23
Cash_Out,2702.82,C659,54921,47596.18,C1992,115729,122944.82,0,0,06/06/2022 05:39
 CASH_IN,10564.71,C276,83697,71597.29,C1334,76593,90169.71,0,0,16/02/2022 22:38
TRANSFER,14477.81,C411,46022,32549.19,C1111,55041,72446.81,0,0,20/11/2022 20:54
 CASH_IN,3149.94,C177,40148,34269.06,C1745,63372,71421.94,0,0,16/11/2023 06:56
transfer,5737.02,C800,67764,5387.36,C1713,67562,,1,0,10/05/2022 18:47
 CASH_IN,913.81,C113,91901,86994.19,C1834,92099,88412.81,0,0,15/02/2023 19:16
PAYMENT,23647.22,C295,90724,68876.78,C1138,64046,89732.22,0,0,05/04/2022 23:40
Cash_Out,1317.69,C729,8888,2679.31,C1778,199158,199466.69,0,0,19/09/2023 14:20
transfer,14300.05,C437,88666,72136.95,C1783,128088,147058.05,0,0,19/10/2022 01:58
TRANSFER,4679.11,C161,42197,35117.89,C1413,138161,145773.11,0,0,10/03/2022 14:59
payment ,3594.26,C840,84326,81249.74,C1168,16623,18210.26,0,0,22/10/2023 15:19
PAYMENT,1311.18,C503,90360,87291.82,C1768,49641,54185.18,0,0,11/01/2022 07:22
CASHOUT,971.13,C35,98941,93974.87,C1123,12043,8040.13,0,0,11/09/2022 20:37
PAYMENT,1245.42,C586,24474,18533.58,C1549,66572,66350.42,0,0,04/07/2023 23:01
Cash_Out,1031.67,C457,17333,17002.33,C1881,195208,193857.67,0,0,14/05/2022 05:13
PAYMENT,7561.2,C646,36355,24751.8,C1760,124218,136141.2,0,0,13/12/2023 02:06
Cash_Out,2154.88,C370,99415,101405.12,C1748,86700,90493.88,0,0,23/01/2022 04:40
payment ,297.92,C485,73903,73875.08,C1097,57061,58987.92,0,0,12/12/2022 19:41
payment ,17385.42,C271,66258,51467.58,C1059,117957,137969.42,0,0,29/10/2022 16:14
payment ,10761.6,C178,31145,18921.4,C1018,6122,18925.6,0,0,29/12/2022 15:15
CASHOUT,13138.27,C985,75675,64556.73,C1123,47346,64386.27,0,0,31/01/2023 09:38
payment ,26400.25,C479,49854,20083.75,C1225,113993,137411.25,0,0,06/08/2022 13:52
PAYMENT,955.17,C956,67664,71691.83,C1954,147222,148055.17,0,0,21/05/2022 07:23
TRANSFER,2522.91,C158,86153,81233.09,C1611,87630,88050.91,0,0,08/09/2023 11:27
Cash_Out,7099.02,C754,93616,89774.98,C1323,77228,85402.02,0,0,29/07/2022 19:02
 CASH_IN,5953.98,C927,35285,33357.02,C1905,12054,15054.98,0,0,15/09/2023 23:32
Cash_Out,835.56,C812,17533,11902.44,C1016,1767,2804.56,0,0,08/09/2023 22:22
TRANSFER,8459.57,C203,32624,29070.43,C1759,4708,9725.57,0,0,14/11/2023 22:24
 CASH_IN,1270.85,C794,46996,50449.15,C1079,57999,55991.85,0,0,05/04/2023 09:39
PAYMENT,1266.84,C277,46947,46371.16,C1596,52158,52476.84,0,0,22/12/2022 11:15
CASHOUT,3849.86,C142,27956,25247.14,C1859,160364,160864.86,0,0,20/11/2022 16:56
transfer,4493.97,C519,51030,44681.03,C1455,28082,32797.97,0,0,13/05/2022 22:07
payment ,479.73,C963,42443,43691.27,C1645,23461,19623.73,0,0,16/04/2022 07:18
 CASH_IN,10496.62,C115,98613,92015.38,C1989,5351,20318.62,0,0,27/08/2023 03:20
PAYMENT,1543.51,C391,65464,64950.49,C1705,178103,176656.51,0,0,13/01/2023 14:41
Cash_Out,10979.79,C372,56880,46067.21,C1377,104720,113281.79,0,0,29/01/2022 07:49
CASHOUT,15578.38,C783,52201,31734.62,C1878,124501,143584.38,0,0,07/04/2023 01:42
payment ,9907.13,C687,42460,36500.87,C1190,170790,183140.13,0,0,23/10/2022 08:23
 CASH_IN,8290.94,C929,22796,18593.06,C1926,110632,119414.94,0,0,24/10/2022 20:41
CASHOUT,5324.56,C725,31746,29771.44,C1664,90577,91344.56,0,0,27/12/2023 05:35
CASHOUT,4002.07,C368,86785,86759.93,C1854,126875,127548.07,0,0,11/02/2023 16:41
 CASH_IN,2625.07,C510,49757,44429.93,C1404,143849,148899.07,0,0,09/02/2023 20:43
transfer,2331.56,C568,25957,20167.44,C1271,139380,142620.56,0,0,12/12/2022 03:10
transfer,1503.86,C900,81541,82296.14,C1643,43441,46958.86,0,1,14/09/2023 23:27
 CASH_IN,6426.28,C740,21292,12019.72,C1874,113682,120587.28,0,0,24/02/2023 13:58
payment ,3424.66,C811,31876,32217.34,C1429,80865,87108.66,0,0,01/07/2022 23:53
CASHOUT,422.6,C326,60727,56685.4,C1519,13882,14445.6,0,0,01/01/2022 21:52
Cash_Out,1243.48,C36,47046,46704.52,C1645,114883,111841.48,0,0,21/07/2023 05:18
transfer,5748.35,C985,14817,5290.65,C1892,135786,137425.35,0,0,06/01/2023 01:20
 CASH_IN,395.92,C379,91006,87111.08,C1383,174504,173706.92,0,0,23/10/2023 06:08
 CASH_IN,9525.99,C795,9759,4283.01,C1820,95515,100540.99,0,0,07/03/2023 12:39
PAYMENT,3417.44,C511,48432,43588.56,C1886,110625,111682.44,0,0,05/11/2022 04:07
TRANSFER,3275.28,C323,6412,1865.72,C1191,125934,133754.28,0,0,17/05/2022 04:01
Cash_Out,4487.44,C368,57757,56009.56,C1602,148730,157111.44,0,0,21/07/2022 11:06
TRANSFER,8705.74,C223,20504,9989.26,C1434,105065,111103.74,0,0,12/03/2023 00:47
PAYMENT,2137.09,C933,8507,11157.91,C1760,77027,76358.09,0,0,09/11/2022 02:55
transfer,5666.27,C813,21050,17859.73,C1995,181880,189483.27,0,0,27/04/2022 09:58
payment ,1553.24,C99,7835,3803.76,C1995,139906,145536.24,0,0,29/07/2023 09:31
TRANSFER,10544.56,C793,93167,80013.44,C1062,145430,152565.56,0,0,01/09/2022 11:22
TRANSFER,7983.25,C74,13587,3278.75,C1215,140944,148986.25,0,0,21/06/2023 10:49
 CASH_IN,5371.33,C723,57732,49543.67,C1133,58694,63463.33,0,0,25/08/2023 20:51
PAYMENT,9505.03,C436,51921,45883.97,C1957,87193,96138.03,0,0,16/03/2022 12:43
 CASH_IN,10098.1,C702,45499,38466.9,C1618,123498,130379.1,0,0,21/01/2023 11:13
 CASH_IN,9070.43,C62,65077,55348.57,C1257,16685,24872.43,0,0,20/04/2023 19:37
Cash_Out,5977.9,C623,31440,21582.1,C1424,142405,150364.9,0,0,22/02/2023 21:28
PAYMENT,5699.37,C933,35183,29902.63,C1527,116254,119536.37,0,0,13/12/2022 20:28
 CASH_IN,4819.68,C654,96172,89722.32,C1357,142428,152168.68,0,0,13/06/2023 16:09
TRANSFER,863.47,C776,55076,52732.53,C1570,182434,180727.47,0,0,28/06/2022 06:38
CASHOUT,10637.73,C224,66299,54968.27,C1008,11344,22650.73,0,0,01/07/2022 01:06
payment ,10272.52,C74,89461,78684.48,C1196,114491,126823.52,0,0,26/10/2023 22:20
transfer,148.42,C789,92085,91686.58,C1116,44619,48350.42,0,0,25/01/2022 15:51
transfer,8738.24,C709,39023,25781.76,C1009,107107,113781.24,0,0,29/06/2022 17:54
Cash_Out,689.82,C183,50029,51330.18,C1861,133015,137435.82,0,0,11/12/2023 07:28
PAYMENT,2040.73,C292,39941,36487.27,C1518,191289,197636.73,0,0,16/05/2023 20:17
 CASH_IN,876.29,C248,53950,51873.71,C1705,152093,157044.29,0,0,26/06/2022 00:02
payment ,8517.84,C955,86959,82095.16,C1403,8348,16188.84,0,0,12/10/2022 09:02
transfer,8922.95,C625,76054,68302.05,C1634,147711,158249.95,0,0,04/03/2022 13:41
PAYMENT,3540.98,C468,65363,60279.02,C1574,85030,85989.98,0,0,24/10/2023 11:29
PAYMENT,32.03,C139,61742,65173.97,C1003,195638,192069.03,0,0,28/10/2023 20:41
TRANSFER,1691.64,C902,97896,98173.36,C1795,173083,179542.64,0,0,05/06/2022 02:31
payment ,4797.65,C961,45215,36567.35,C1327,104565,106446.65,0,0,14/04/2023 13:17
PAYMENT,19865.82,C358,47857,30445.18,C1761,18640,41309.82,0,0,18/02/2022 12:18
transfer,4995.83,C552,55476,50687.17,C1511,35402,42384.83,0,0,25/03/2022 06:45
CASHOUT,1504.2,C407,-100,21686.8,C1930,65088,66748.2,0,0,27/12/2022 19:44
payment ,3882.49,C664,59768,54063.51,C1936,132963,133380.49,0,0,28/05/2022 17:35
CASHOUT,7567.13,C445,84743,77752.87,C1923,159331,166651.13,0,0,22/09/2023 21:01
 CASH_IN,565.74,C979,46229,44744.26,C1586,194093,197939.74,0,0,08/12/2022 17:20
 CASH_IN,7157.04,C231,26639,20935.96,C1483,160059,169264.04,0,0,21/04/2023 05:33
PAYMENT,3896.43,C616,62583,62289.57,C1840,183688,186774.43,0,0,04/03/2022 16:56
transfer,16483.11,C617,28924,16373.89,C1357,130988,144125.11,0,0,02/12/2023 07:23
TRANSFER,2091.78,C299,72969,68548.22,C1384,141755,146399.78,0,0,26/12/2022 05:48
payment ,5006.82,C641,30104,26484.18,C1253,192155,199613.82,0,0,15/07/2023 01:45
PAYMENT,13443.3,C425,37594,25983.7,C1922,9967,26967.3,0,0,23/11/2022 17:51
TRANSFER,540.76,C994,3664,747.24,C1834,77664,77164.76,0,0,21/05/2022 17:03
 CASH_IN,5821.93,C400,28190,17882.07,C1712,100274,106186.93,0,0,11/03/2023 17:59
Cash_Out,351.24,C377,66033,60887.76,C1679,62661,58530.24,0,0,24/12/2023 22:01
Cash_Out,1790.26,C958,61161,55317.74,C1795,87738,88238.26,0,0,14/11/2022 02:35
CASHOUT,6157.95,C917,73177,63847.05,C1468,43452,45438.95,0,0,01/02/2022 05:34
Cash_Out,348.63,C256,70179,71691.37,C1859,12857,14832.63,0,0,01/11/2023 18:00
payment ,4363.41,C740,70592,67322.59,C1492,162373,170198.41,0,1,12/10/2022 06:35
PAYMENT,2122.35,C861,32899,32121.65,C1919,55900,61010.35,0,0,01/11/2022 14:59
PAYMENT,4849.98,C493,70979,63296.02,C1337,31460,34295.98,0,0,05/03/2023 01:56
payment ,234.11,C965,17241,19985.89,C1050,86923,88932.11,0,0,22/04/2023 10:51
transfer,10260.56,C488,46211,36876.44,C1055,49800,61750.56,0,0,13/10/2022 17:44
PAYMENT,18150.97,C181,63472,46853.03,C1072,140904,158868.97,0,0,24/05/2022 16:28
 CASH_IN,17349.18,C525,74248,57554.82,C1793,178480,200028.18,0,0,28/02/2023 19:33
Cash_Out,6924.51,C99,73757,67775.49,C1599,12626,23346.51,0,0,19/01/2022 21:03
 CASH_IN,696.81,C736,31346,35497.19,C1051,188944,184816.81,0,0,18/01/2022 18:33
payment ,7099.53,C357,81196,77889.47,C1124,96939,108944.53,0,0,13/08/2023 16:07
TRANSFER,124.47,C230,77124,77438.53,C1261,96159,100111.47,0,0,06/01/2023 00:45
transfer,111.86,C564,42220,46011.14,C1954,16802,18083.86,0,0,24/06/2022 12:50
TRANSFER,1954.93,C5,17942,12190.07,C1884,16333,15910.93,0,0,13/07/2022 00:54
 CASH_IN,3353.44,C89,49167,47813.56,C1779,35120,36251.44,0,0,17/05/2023 19:23
Cash_Out,7357.24,C63,36373,33598.76,C1574,93621,99730.24,0,0,23/04/2022 07:41
 CASH_IN,5748.93,C87,67143,63033.07,C1547,153231,162831.93,0,0,24/04/2022 13:29
TRANSFER,2952.07,C32,2016,1752.93,C1520,155732,158049.07,0,0,10/08/2022 06:42
Cash_Out,1598.46,C71,69110,70024.54,C1329,56843,57781.46,1,0,09/11/2023 18:46
PAYMENT,29257.64,C555,46309,18677.36,C1322,125179,154191.64,0,0,06/10/2023 21:16
transfer,2777.21,C252,7274,6882.79,C1240,165591,171644.21,0,0,21/09/2022 09:34
CASHOUT,3001.81,C106,15748,10877.19,C1284,94333,96004.81,0,0,24/02/2022 20:42
Cash_Out,893.38,C801,20175,21415.62,C1838,44935,49926.38,0,0,05/10/2023 06:24
payment ,7919.08,C929,11826,2636.92,C1601,22507,28947.08,0,0,03/04/2023 12:49
